Seq,SOMAS_ID_round1,SOMAS_ID_round2,ColCheck_r1,ColCheck_r2,Organism,CV_r1,CV_r2
11212-7,TXNDC5.11212.7.3,TXNDC5.11212.7.3,PASS,PASS,Human,2.81994256178961,4.08937064336024
11214-40,DNAJB9.11214.40.3,DNAJB9.11214.40.3,PASS,PASS,Human,4.583462244656,6.2357906793459
11215-6,CDH15.11215.6.3,CDH15.11215.6.3,PASS,PASS,Human,7.61392627972121,15.0712916273269
11222-62,PTPRH.11222.62.3,PTPRH.11222.62.3,PASS,PASS,Human,5.57860167763776,8.54590745376319
11228-37,RIC3.11228.37.3,RIC3.11228.37.3,PASS,PASS,Human,4.51232639392188,3.88065420628403
11232-46,TCN1.11232.46.3,TCN1.11232.46.3,PASS,PASS,Human,5.79058976638913,9.87728829151089
11237-49,PCOLCE.11237.49.3,PCOLCE.11237.49.3,PASS,PASS,Human,5.43465053268716,3.16787194479066
11241-8,ASL.11241.8.3,ASL.11241.8.3,PASS,PASS,Human,3.87575991466161,4.38133395337441
11243-90,GPR110.11243.90.3,ADGRF1.11243.90.3,PASS,PASS,Human,4.10729447053624,5.13314444320469
11246-3,BPIFB1.11246.3.3,BPIFB1.11246.3.3,PASS,PASS,Human,4.04630062513218,3.50861595723761
11247-20,NAGS.11247.20.3,NAGS.11247.20.3,PASS,PASS,Human,3.85901395057136,5.68386913497823
11248-43,UROS.11248.43.3,UROS.11248.43.3,PASS,PASS,Human,12.0277827501685,7.58491367906971
11252-30,LRCH4.11252.30.3,LRCH4.11252.30.3,PASS,PASS,Human,4.54395052532008,5.11922959685955
11254-13,PAPLN.11254.13.3,PAPLN.11254.13.3,PASS,PASS,Human,3.95686193179734,6.68914521000695
11257-1,QDPR.11257.1.3,QDPR.11257.1.3,PASS,PASS,Human,3.12859167064765,6.77057804470419
11258-41,MADCAM1.11258.41.3,MADCAM1.11258.41.3,PASS,PASS,Human,3.9726298323581,4.92447754862535
11259-71,PCDHGA8.11259.71.3,PCDHGA8.11259.71.3,PASS,PASS,Human,6.65219053831455,5.29947518092016
11260-47,SUN5.11260.47.3,SUN5.11260.47.3,PASS,PASS,Human,5.82983846634235,13.3738229967362
11264-33,XDH.11264.33.3,XDH.11264.33.3,PASS,PASS,Human,7.0764783158834,11.7053234571575
11266-8,SELPLG.11266.8.3,SELPLG.11266.8.3,PASS,PASS,Human,9.07141958571094,18.7575960777202
11267-11,MUC1.11267.11.3,MUC1.11267.11.3,PASS,PASS,Human,3.59470090348618,6.30136234040803
11270-17,CHCHD10.11270.17.3,CHCHD10.11270.17.3,PASS,PASS,Human,7.62914957051046,9.97042862385154
11273-176,GSTT2B.11273.176.3,GSTT2B.11273.176.3,PASS,PASS,Human,4.04737953783897,18.9133054566404
11275-94,LRP1B.11275.94.3,LRP1B.11275.94.3,PASS,PASS,Human,10.0392047054739,7.17280171008679
11276-1,CEP57.11276.1.3,CEP57.11276.1.3,PASS,PASS,Human,3.98485484286091,12.6711846925875
11277-23,ATF6.11277.23.3,ATF6.11277.23.3,PASS,PASS,Human,4.54957566865876,6.52933893862343
11278-4,COL11A2.11278.4.3,COL11A2.11278.4.3,PASS,PASS,Human,5.49191668506876,5.35954108818612
11281-6,GRB7.11281.6.3,GRB7.11281.6.3,PASS,PASS,Human,6.17316941123711,6.44705847389929
11283-13,DCAF5.11283.13.3,DCAF5.11283.13.3,PASS,PASS,Human,6.06674517771691,5.09243637941327
11284-24,LAIR1.11284.24.3,LAIR1.11284.24.3,PASS,PASS,Human,4.62156397229095,6.47159417944149
11285-8,CD34.11285.8.3,CD34.11285.8.3,PASS,PASS,Human,5.2861358734204,4.93979500908666
11286-78,VIMP.11286.78.3,VIMP.11286.78.3,PASS,PASS,Human,11.5166265875976,9.04703485257424
11287-14,CYB5A.11287.14.3,CYB5A.11287.14.3,PASS,PASS,Human,5.71879184132062,9.27833402386138
11289-31,CSNK1D.11289.31.3,CSNK1D.11289.31.3,PASS,PASS,Human,4.34323340134544,15.0233843957156
11291-73,MAN1A1.11291.73.3,MAN1A1.11291.73.3,PASS,PASS,Human,3.74837938058628,4.22584809979763
11292-13,SCARA3.11292.13.3,SCARA3.11292.13.3,PASS,PASS,Human,6.11742662598311,3.61038197333894
11293-14,LRRN1.11293.14.3,LRRN1.11293.14.3,PASS,PASS,Human,6.31258207007875,2.61857997045129
11300-32,SORT1.11300.32.3,SORT1.11300.32.3,PASS,PASS,Human,4.65998959616168,13.2619042374323
11302-237,TNR.11302.237.3,TNR.11302.237.3,PASS,PASS,Human,4.74952237462266,6.71376635167815
11303-7,SAMHD1.11303.7.3,SAMHD1.11303.7.3,PASS,PASS,Human,4.61714670355751,7.84320720056818
11308-8,CREB3L4.11308.8.3,CREB3L4.11308.8.3,PASS,PASS,Human,4.1426363048628,4.63350169460007
11312-40,PMS2.11312.40.3,PMS2.11312.40.3,PASS,PASS,Human,4.23511124036546,4.3822879466743
11313-100,PCBD1.11313.100.3,PCBD1.11313.100.3,PASS,PASS,Human,8.48252734643284,15.4624544663162
11318-20,APOA5.11318.20.3,APOA5.11318.20.3,PASS,PASS,Human,9.99704919289025,11.2191929284746
11319-106,MRE11A.11319.106.3,MRE11A.11319.106.3,PASS,PASS,Human,5.30708205212262,4.13051071492569
11324-3,PXDNL.11324.3.3,PXDNL.11324.3.3,PASS,PASS,Human,5.45208295808494,12.6817753265679
11327-56,CLK2.11327.56.3,CLK2.11327.56.3,PASS,PASS,Human,14.0557128592093,13.5022768569341
11328-9,USB1.11328.9.3,USB1.11328.9.3,PASS,PASS,Human,3.13004134413611,15.1679924692918
11333-82,ARHGAP25.11333.82.3,ARHGAP25.11333.82.3,PASS,PASS,Human,7.59843757836716,10.2378696538991
11334-7,LILRB3.11334.7.3,LILRB3.11334.7.3,PASS,PASS,Human,5.02683318062235,6.81573223056188
11348-132,P4HA2.11348.132.3,P4HA2.11348.132.3,PASS,PASS,Human,5.1413107670411,4.37500807491986
11351-233,NHEJ1.11351.233.3,NHEJ1.11351.233.3,PASS,PASS,Human,4.82031896804619,12.6860358976317
11352-42,TTN.11352.42.3,TTN.11352.42.3,PASS,PASS,Human,4.63621218157305,6.81239659420593
11356-19,DGCR14.11356.19.3,DGCR14.11356.19.3,PASS,PASS,Human,4.19589685760808,3.6412631917694
11360-39,RRM1.11360.39.3,RRM1.11360.39.3,PASS,PASS,Human,12.2033721023756,6.44472159637141
11364-18,MFN1.11364.18.3,MFN1.11364.18.3,PASS,PASS,Human,4.95677352872807,6.68174794116488
11365-17,TENM4.11365.17.3,TENM4.11365.17.3,PASS,PASS,Human,8.06049507754791,18.1091785310069
11370-20,INPP5E.11370.20.3,INPP5E.11370.20.3,PASS,PASS,Human,7.29677156620487,4.83120162117397
11371-1,GPR101.11371.1.3,GPR101.11371.1.3,PASS,PASS,Human,4.97010502630339,5.77701389723045
11372-2,ZNF18.11372.2.3,ZNF18.11372.2.3,PASS,PASS,Human,6.55074582309107,5.43111773389314
11375-49,FOXL2.11375.49.3,FOXL2.11375.49.3,PASS,PASS,Human,3.18895139196319,4.20778171015827
11380-84,RBM24.11380.84.3,RBM24.11380.84.3,PASS,PASS,Human,6.76669767960611,9.8184528002243
11382-5,BLVRA.11382.5.3,BLVRA.11382.5.3,PASS,PASS,Human,5.67851292375051,6.38396720580438
11383-41,KRT7.11383.41.3,KRT7.11383.41.3,PASS,PASS,Human,6.03580596454602,5.10174487086429
11388-75,WFDC2.11388.75.3,WFDC2.11388.75.3,PASS,PASS,Human,4.21847591980443,7.76304471077575
11402-17,KMT2C.11402.17.3,KMT2C.11402.17.3,PASS,PASS,Human,4.83517632749371,7.34162755103495
11416-23,FBXL4.11416.23.3,FBXL4.11416.23.3,PASS,PASS,Human,5.59365629420646,6.39819207033309
11421-10,EHD4.11421.10.3,EHD4.11421.10.3,PASS,PASS,Human,16.5092729485524,7.76716321962453
11424-4,FAH.11424.4.3,FAH.11424.4.3,PASS,PASS,Human,4.15087244113229,4.04821577928182
11425-31,RUFY1.11425.31.3,RUFY1.11425.31.3,PASS,PASS,Human,5.44882187091598,6.48681202207158
11429-80,HNRNPC.11429.80.3,HNRNPC.11429.80.3,PASS,PASS,Human,5.46425947908451,6.27031767068081
11430-49,DTX1.11430.49.3,DTX1.11430.49.3,PASS,PASS,Human,8.80787991807461,8.61617725792477
11431-235,RECQL.11431.235.3,RECQL.11431.235.3,PASS,PASS,Human,5.26372225881576,6.6044151553441
11436-6,INA.11436.6.3,INA.11436.6.3,PASS,PASS,Human,3.46475692244067,5.45122553529859
11438-6,DNAJB2.11438.6.3,DNAJB2.11438.6.3,PASS,PASS,Human,5.27296133289062,7.19365400075446
11439-88,RHPN2.11439.88.3,RHPN2.11439.88.3,PASS,PASS,Human,6.35638133412612,6.64224146579988
11440-58,SOCS3.11440.58.3,SOCS3.11440.58.3,PASS,PASS,Human,3.5971706361357,5.05778236404767
11441-11,PYGL.11441.11.3,PYGL.11441.11.3,PASS,PASS,Human,4.77475347809759,5.17695132945903
11442-1,DNER.11442.1.3,DNER.11442.1.3,PASS,PASS,Human,5.16963406474615,7.07765188993949
11454-87,EIF3G.11454.87.3,EIF3G.11454.87.3,PASS,PASS,Human,7.85717174931439,5.9120272750182
11456-2,MAGEB10.11456.2.3,MAGEB10.11456.2.3,PASS,PASS,Human,11.8874500812443,8.0133532362351
11458-30,PCBP1.11458.30.3,PCBP1.11458.30.3,PASS,PASS,Human,18.4462999332506,10.7697716019525
11459-81,ELL.11459.81.3,ELL.11459.81.3,PASS,PASS,Human,4.76389909579216,4.93183382374033
11462-8,RBFOX2.11462.8.3,RBFOX2.11462.8.3,PASS,PASS,Human,5.16344066216401,12.4272174436555
11464-9,RELB.11464.9.3,RELB.11464.9.3,PASS,PASS,Human,7.31524316176029,7.58438023740667
11465-4,GPR135.11465.4.3,GPR135.11465.4.3,PASS,PASS,Human,9.39148641871841,5.22710176149216
11468-15,RBM19.11468.15.3,RBM19.11468.15.3,PASS,PASS,Human,5.21181206709046,9.36972659601823
11476-43,VPS4A.11476.43.3,VPS4A.11476.43.3,PASS,PASS,Human,8.02756584083203,10.0330842325576
11480-1,ALDH3A1.11480.1.3,ALDH3A1.11480.1.3,PASS,PASS,Human,9.77402866316719,12.8337310048645
11486-26,ZNF174.11486.26.3,ZNF174.11486.26.3,PASS,PASS,Human,4.93422261052656,9.29378439929301
11490-42,UBL4A.11490.42.3,UBL4A.11490.42.3,PASS,PASS,Human,7.89251928282841,6.41923465014245
11494-4,ELL2.11494.4.3,ELL2.11494.4.3,PASS,PASS,Human,5.98765506355887,5.91737239449771
11505-1,CD38.11505.1.3,CD38.11505.1.3,PASS,PASS,Human,3.71489113290499,3.9477405987712
11510-31,APOL1.11510.31.3,APOL1.11510.31.3,PASS,PASS,Human,4.9653351847992,7.56558391261398
11513-92,CD38.11513.92.3,CD38.11513.92.3,PASS,PASS,Human,5.19956679523795,6.23132951930642
11514-196,CD59.11514.196.3,CD59.11514.196.3,PASS,PASS,Human,4.65462536470144,12.1819902198486
11516-7,FABP1.11516.7.3,FABP1.11516.7.3,PASS,PASS,Human,4.48501113928611,6.71139430665689
11530-37,HMBS.11530.37.3,HMBS.11530.37.3,PASS,PASS,Human,10.9533854555076,6.54518567758813
11534-6,LRIT3.11534.6.3,LRIT3.11534.6.3,PASS,PASS,Human,3.39312969575414,19.4521859441132
11536-9,MYSM1.11536.9.3,MYSM1.11536.9.3,PASS,PASS,Human,6.71306284233935,6.06402761603881
11538-216,MLYCD.11538.216.3,MLYCD.11538.216.3,PASS,PASS,Human,3.73189062507224,6.65332585012277
11542-11,TMEM230.11542.11.3,TMEM230.11542.11.3,PASS,PASS,Human,4.00720689124159,4.11964226719358
11544-39,PHF3.11544.39.3,PHF3.11544.39.3,PASS,PASS,Human,5.68192872001331,5.09907431770958
11546-7,CYGB.11546.7.3,CYGB.11546.7.3,PASS,PASS,Human,4.31569682340925,3.5817757979621
11547-84,MUSK.11547.84.3,MUSK.11547.84.3,PASS,PASS,Human,10.8704752963733,16.1704216021318
11549-6,ISL1.11549.6.3,ISL1.11549.6.3,PASS,PASS,Human,4.65401260481158,4.72221462764353
11551-16,HMG20B.11551.16.3,HMG20B.11551.16.3,PASS,PASS,Human,4.54527611109697,7.68331916739664
11561-32,RNF165.11561.32.3,RNF165.11561.32.3,PASS,PASS,Human,3.68776360970119,7.87931669737398
11563-51,SYTL4.11563.51.3,SYTL4.11563.51.3,PASS,PASS,Human,4.77998277234108,6.90272923699073
11565-58,ZNF23.11565.58.3,ZNF23.11565.58.3,PASS,PASS,Human,5.64364034030182,8.57909875902027
11567-23,ZNF10.11567.23.3,ZNF10.11567.23.3,PASS,PASS,Human,8.85664305795516,9.48748642019758
11570-94,BCAP29.11570.94.3,BCAP29.11570.94.3,PASS,PASS,Human,5.82007958053408,11.9917521268817
11571-75,KLRC3.11571.75.3,KLRC3.11571.75.3,PASS,PASS,Human,4.41658047071053,7.35543555983405
11573-3,SRSF6.11573.3.3,SRSF6.11573.3.3,PASS,PASS,Human,7.3745458200783,7.21571989075463
11586-2,LRRN1.11586.2.3,LRRN1.11586.2.3,PASS,PASS,Human,5.30525126572435,3.80487254570196
11587-5,MGA.11587.5.3,MGA.11587.5.3,PASS,PASS,Human,4.35086115966212,6.50008918760821
11590-5,RBM23.11590.5.3,RBM23.11590.5.3,PASS,PASS,Human,4.02509891566197,6.01556137756042
11591-43,PRC1.11591.43.3,PRC1.11591.43.3,PASS,PASS,Human,3.3791642121033,6.51738400160666
11592-1,ELAVL1.11592.1.3,ELAVL1.11592.1.3,PASS,PASS,Human,5.06958897761307,9.13533946529697
11593-21,CXCL9.11593.21.3,CXCL9.11593.21.3,PASS,PASS,Human,3.77518342225149,3.78130994338188
11596-47,ZNF75D.11596.47.3,ZNF75D.11596.47.3,PASS,PASS,Human,4.38491271095347,5.40776339025924
11601-26,DHX8.11601.26.3,DHX8.11601.26.3,PASS,PASS,Human,4.02958356943267,5.18320336318052
11607-15,BRD1.11607.15.3,BRD1.11607.15.3,PASS,PASS,Human,3.91076915817398,8.42588966680636
11614-29,ERH.11614.29.3,ERH.11614.29.3,PASS,PASS,Human,15.399528405157,10.5128139909807
11617-1,ITGAL.11617.1.3,ITGAL.11617.1.3,PASS,PASS,Human,4.13546073463634,3.01735077008602
11626-7,UBE2V1.11626.7.3,UBE2V1.11626.7.3,PASS,PASS,Human,2.74313291008543,4.4421992816008
11633-89,AHSA1.11633.89.3,AHSA1.11633.89.3,PASS,PASS,Human,5.57432050448545,9.40000708980342
11634-32,RGS10.11634.32.3,RGS10.11634.32.3,PASS,PASS,Human,9.27982986565423,7.39241327766797
11643-73,DTX3L.11643.73.3,DTX3L.11643.73.3,PASS,PASS,Human,4.68539069852031,5.19253956792523
11645-9,P4HA1.11645.9.3,P4HA1.11645.9.3,PASS,PASS,Human,4.75595121430522,3.47974748757007
11646-4,CHST9.11646.4.3,CHST9.11646.4.3,PASS,PASS,Human,3.14222491405451,5.5577112885309
11649-3,SMAP1.11649.3.3,SMAP1.11649.3.3,PASS,PASS,Human,7.88904955897613,12.3578055282861
11651-24,AGO1.11651.24.3,AGO1.11651.24.3,PASS,PASS,Human,4.55649614944577,15.6233406936739
11653-69,SLC6A9.11653.69.3,SLC6A9.11653.69.3,PASS,PASS,Human,3.95297190725985,5.76576330183944
11654-77,NRSN1.11654.77.3,NRSN1.11654.77.3,PASS,PASS,Human,7.742086816983,6.47745076364782
11656-110,EVL.11656.110.3,EVL.11656.110.3,PASS,PASS,Human,7.04148230243377,7.75440910287195
11657-86,SOCS7.11657.86.3,SOCS7.11657.86.3,PASS,PASS,Human,4.65130851408613,13.9829997672369
11659-31,CLINT1.11659.31.3,CLINT1.11659.31.3,PASS,PASS,Human,5.86169675699211,10.7286528562567
11661-11,NLRP1.11661.11.3,NLRP1.11661.11.3,PASS,PASS,Human,4.41186877903133,9.84159592134669
11664-32,ARFGAP2.11664.32.3,ARFGAP2.11664.32.3,PASS,PASS,Human,7.37554927699145,13.479167938659
11666-72,RGS8.11666.72.3,RGS8.11666.72.3,PASS,PASS,Human,9.09191219524563,11.0440413139673
11667-29,TENC1.11667.29.3,TNS2.11667.29.3,PASS,PASS,Human,4.2478233988838,4.24670655036037
11669-39,SLCO5A1.11669.39.3,SLCO5A1.11669.39.3,PASS,PASS,Human,3.42210773403323,4.54354946810454
11670-18,GPR101.11670.18.3,GPR101.11670.18.3,PASS,PASS,Human,4.47556362939786,5.03706702983323
11671-19,BRPF1.11671.19.3,BRPF1.11671.19.3,PASS,PASS,Human,4.68289741334922,3.92291878602346
11672-17,KIF16B.11672.17.3,KIF16B.11672.17.3,PASS,PASS,Human,5.87167802863494,5.6453098877645
11677-17,ZDHHC14.11677.17.3,ZDHHC14.11677.17.3,PASS,PASS,Human,4.12204409294036,7.50933772528209
11678-105,GJD2.11678.105.3,GJD2.11678.105.3,PASS,PASS,Human,3.50574835072498,15.5484899748925
11681-8,AGFG1.11681.8.3,AGFG1.11681.8.3,PASS,PASS,Human,5.62503403707288,8.49611110214964
11682-7,TXNIP.11682.7.3,TXNIP.11682.7.3,PASS,PASS,Human,6.14337027821199,7.27593576718184
11683-19,GGA3.11683.19.3,GGA3.11683.19.3,PASS,PASS,Human,10.3924893459837,12.3980520144178
11690-47,ANAPC7.11690.47.3,ANAPC7.11690.47.3,PASS,PASS,Human,3.46494391337631,8.2078466231698
11692-21,SHC4.11692.21.3,SHC4.11692.21.3,PASS,PASS,Human,13.4716653951071,6.41280854173555
11696-7,CRABP2.11696.7.3,CRABP2.11696.7.3,PASS,PASS,Human,7.6752224239384,7.03941191899915
11699-16,PTP4A2.11699.16.3,PTP4A2.11699.16.3,PASS,PASS,Human,8.7237119695294,10.7245373810125
11708-2,LCN1.11708.2.3,LCN1.11708.2.3,PASS,PASS,Human,3.36980906128551,7.48477157841795
11715-1,POU2F1.11715.1.3,POU2F1.11715.1.3,PASS,PASS,Human,5.10870071934599,7.09829133445385
11716-28,LRIT2.11716.28.3,LRIT2.11716.28.3,PASS,PASS,Human,4.39485348919373,4.86771656651433
11860-3,CLPB.11860.3.3,CLPB.11860.3.3,PASS,PASS,Human,4.81797527254328,7.23125591543012
11895-21,MMRN2.11895.21.3,MMRN2.11895.21.3,PASS,PASS,Human,4.38449089977282,3.29052817052034
11911-13,LRRC4B.11911.13.3,LRRC4B.11911.13.3,PASS,PASS,Human,5.53305409968511,17.7146159670825
11919-84,LRIT3.11919.84.3,LRIT3.11919.84.3,PASS,PASS,Human,3.81679428657524,4.0688787147051
11927-3,RBM28.11927.3.3,RBM28.11927.3.3,PASS,PASS,Human,10.2284275722217,9.19907117417529
11939-11,GPLD1.11939.11.3,GPLD1.11939.11.3,PASS,PASS,Human,4.69373207027111,6.64531537507926
11952-1,IGDCC3.11952.1.3,IGDCC3.11952.1.3,PASS,PASS,Human,6.74222898876363,8.65124133980229
11955-1,ARHGAP1.11955.1.3,ARHGAP1.11955.1.3,PASS,PASS,Human,17.6112681062937,6.79604423203658
11967-23,CRABP1.11967.23.3,CRABP1.11967.23.3,PASS,PASS,Human,6.67984000249625,7.76118279162315
11969-5,S100A2.11969.5.3,S100A2.11969.5.3,PASS,PASS,Human,4.47664801356343,5.66646554472169
11988-24,PTPRH.11988.24.3,PTPRH.11988.24.3,PASS,PASS,Human,4.91549715167907,5.76094018839186
11989-35,EMC1.11989.35.3,EMC1.11989.35.3,PASS,PASS,Human,3.37921336996712,7.67056883736964
11993-227,ATP1A1.11993.227.3,ATP1A1.11993.227.3,PASS,PASS,Human,3.06302314242136,4.4255803763165
12001-7,TJP1.12001.7.3,TJP1.12001.7.3,PASS,PASS,Human,6.27322255701454,6.06207393029522
12012-33,CRB1.12012.33.3,CRB1.12012.33.3,PASS,PASS,Human,3.45503226420658,18.9142119982576
12014-19,PTS.12014.19.3,PTS.12014.19.3,PASS,PASS,Human,3.77887298939936,4.24291230331435
12016-60,CBL.12016.60.3,CBL.12016.60.3,PASS,PASS,Human,5.03720196614278,6.1626261077363
12018-84,TPK1.12018.84.3,TPK1.12018.84.3,PASS,PASS,Human,3.31278147793663,4.3596793184684
12020-39,BPGM.12020.39.3,BPGM.12020.39.3,PASS,PASS,Human,8.14095281165927,4.42267917551531
12022-12,SMAD4.12022.12.3,SMAD4.12022.12.3,PASS,PASS,Human,7.98098684555757,10.8607885706248
12030-82,DES.12030.82.3,DES.12030.82.3,PASS,PASS,Human,8.04864335157285,7.34557522286809
12033-3,BUB1.12033.3.3,BUB1.12033.3.3,PASS,PASS,Human,5.42936387097894,5.97923103186892
12041-33,HSPA1L.12041.33.3,HSPA1L.12041.33.3,PASS,PASS,Human,11.9063042930393,9.58955216190932
12060-28,GDF11.12060.28.3,GDF11.12060.28.3,PASS,PASS,Human,5.46499663789188,6.64239639884531
12077-32,MSTN.12077.32.3,MSTN.12077.32.3,PASS,PASS,Human,3.23951700912953,4.44532365369106
12333-87,RPIA.12333.87.3,RPIA.12333.87.3,PASS,PASS,Human,2.76643292563547,3.3979425816622
12340-17,AARS.12340.17.3,AARS.12340.17.3,PASS,PASS,Human,7.21141430474625,8.62715118169717
12341-8,DUSP6.12341.8.3,DUSP6.12341.8.3,PASS,PASS,Human,5.95991660853967,10.4405133986985
12343-14,ACAP2.12343.14.3,ACAP2.12343.14.3,PASS,PASS,Human,3.41921555660657,4.56016452465891
12345-4,ANAPC10.12345.4.3,ANAPC10.12345.4.3,PASS,PASS,Human,3.93997311869747,11.70275093037
12347-29,CCM2.12347.29.3,CCM2.12347.29.3,PASS,PASS,Human,8.39863795972758,8.14589627054868
12348-46,SARS2.12348.46.3,SARS2.12348.46.3,PASS,PASS,Human,10.8491122996603,11.5519208984677
12350-86,ETS2.12350.86.3,ETS2.12350.86.3,PASS,PASS,Human,4.15245249013086,6.22231066161587
12351-25,STAT1.12351.25.3,STAT1.12351.25.3,PASS,PASS,Human,7.79448086086633,9.83284986522615
12352-70,ARRDC3.12352.70.3,ARRDC3.12352.70.3,PASS,PASS,Human,6.6693073818793,4.84391911383807
12355-223,MRRF.12355.223.3,MRRF.12355.223.3,PASS,PASS,Human,7.41518898533184,6.28690084133545
12357-41,SNAP29.12357.41.3,SNAP29.12357.41.3,PASS,PASS,Human,5.02351686272791,3.92598018867363
12358-6,IGBP1.12358.6.3,IGBP1.12358.6.3,PASS,PASS,Human,7.46327853897003,8.23167380773449
12366-16,CRYGD.12366.16.3,CRYGD.12366.16.3,PASS,PASS,Human,4.66326033164577,4.5899201961903
12367-52,TMEM57.12367.52.3,TMEM57.12367.52.3,PASS,PASS,Human,5.83321175345059,4.09100857063196
12370-30,APOF.12370.30.3,APOF.12370.30.3,PASS,PASS,Human,6.41091558750661,7.51429451844757
12372-50,TPM3.12372.50.3,TPM3.12372.50.3,PASS,PASS,Human,4.65023353977963,5.3119480721298
12373-73,TRA2B.12373.73.3,TRA2B.12373.73.3,PASS,PASS,Human,4.54599755239163,8.75330883368116
12378-71,TAPBP.12378.71.3,TAPBP.12378.71.3,PASS,PASS,Human,7.19573610209445,10.9404165251491
12381-26,CBR1.12381.26.3,CBR1.12381.26.3,PASS,PASS,Human,6.11903631109166,10.0793326397802
12382-2,DDX58.12382.2.3,DDX58.12382.2.3,PASS,PASS,Human,4.32221994183034,5.49151925382138
12385-4,CAPN3.12385.4.3,CAPN3.12385.4.3,PASS,PASS,Human,4.62057154796341,4.28919301453693
12387-7,PDLIM4.12387.7.3,PDLIM4.12387.7.3,PASS,PASS,Human,4.04542124273897,11.0117624856434
12389-4,ORC6L.12389.4.3,ORC6L.12389.4.3,PASS,PASS,Human,5.68434465905006,7.40381703369366
12392-30,ARL1.12392.30.3,ARL1.12392.30.3,PASS,PASS,Human,4.39493605790487,6.03379616769931
12394-53,C16orf54.12394.53.3,C16orf54.12394.53.3,PASS,PASS,Human,3.48337408222195,3.44662729328976
12398-15,PAX4.12398.15.3,PAX4.12398.15.3,PASS,PASS,Human,4.85334615314662,7.73828466782446
12400-25,UBE2T.12400.25.3,UBE2T.12400.25.3,PASS,PASS,Human,3.90611861677568,3.65506687802626
12401-3,STAMBPL1.12401.3.3,STAMBPL1.12401.3.3,PASS,PASS,Human,4.66425718254791,4.72859211280073
12403-30,RAB39B.12403.30.3,RAB39B.12403.30.3,PASS,PASS,Human,4.6217166937938,5.41421024537121
12406-119,DIRAS3.12406.119.3,DIRAS3.12406.119.3,PASS,PASS,Human,4.73282592978985,9.01991047697201
12408-333,RAB22A.12408.333.3,RAB22A.12408.333.3,PASS,PASS,Human,6.40265707949488,4.90251058280409
12409-90,RAB7B.12409.90.3,RAB7B.12409.90.3,PASS,PASS,Human,5.01308997734925,4.69801618827811
12415-122,EDF1.12415.122.3,EDF1.12415.122.3,PASS,PASS,Human,5.07135870918455,8.75416532830517
12420-10,GPD1L.12420.10.3,GPD1L.12420.10.3,PASS,PASS,Human,13.2908744419113,13.3989969347365
12422-143,ALOX15B.12422.143.3,ALOX15B.12422.143.3,PASS,PASS,Human,7.17706477056435,7.13478287625805
12423-38,A1CF.12423.38.3,A1CF.12423.38.3,PASS,PASS,Human,5.32390785845104,6.13783297074279
12424-107,THYN1.12424.107.3,THYN1.12424.107.3,PASS,PASS,Human,3.7933665241733,4.76564216360175
12425-104,ARF6.12425.104.3,ARF6.12425.104.3,PASS,PASS,Human,5.33289321921391,4.10588823325748
12426-19,MOBKL1B.12426.19.3,MOB1A.12426.19.3,PASS,PASS,Human,7.39263017628449,9.45670365516473
12427-8,CDC25B.12427.8.3,CDC25B.12427.8.3,PASS,PASS,Human,5.617304291006,5.96819696635716
12428-2,LYPLAL1.12428.2.3,LYPLAL1.12428.2.3,PASS,PASS,Human,3.58693627860173,3.25732985515139
12430-78,PAIP1.12430.78.3,PAIP1.12430.78.3,PASS,PASS,Human,5.83993200378606,4.11734041160025
12432-23,CACYBP.12432.23.3,CACYBP.12432.23.3,PASS,PASS,Human,7.3663550052073,6.54256026308398
12433-8,ARL11.12433.8.3,ARL11.12433.8.3,PASS,PASS,Human,3.58972875196939,3.1049540501981
12434-25,KIAA0174.12434.25.3,IST1.12434.25.3,PASS,PASS,Human,4.73710992964203,6.4744482298063
12436-84,GSTO1.12436.84.3,GSTO1.12436.84.3,PASS,PASS,Human,10.3947161174071,7.68695745775739
12437-18,ULK3.12437.18.3,ULK3.12437.18.3,PASS,PASS,Human,3.77445803457719,4.87623452420116
12438-127,MPG.12438.127.3,MPG.12438.127.3,PASS,PASS,Human,5.76027590531502,6.67694147658566
12439-67,IRF9.12439.67.3,IRF9.12439.67.3,PASS,PASS,Human,6.11702790749796,7.84763494069528
12442-4,RHOD.12442.4.3,RHOD.12442.4.3,PASS,PASS,Human,2.8012029617936,11.9769082905649
12444-39,NR5A2.12444.39.3,NR5A2.12444.39.3,PASS,PASS,Human,5.98682063702529,5.33230441447692
12445-50,ANKRD27.12445.50.3,ANKRD27.12445.50.3,PASS,PASS,Human,3.95524337953712,4.55916582322614
12446-49,GSTA1.12446.49.3,GSTA1.12446.49.3,PASS,PASS,Human,3.44274425713752,6.49273539312751
12449-16,PPIH.12449.16.3,PPIH.12449.16.3,PASS,PASS,Human,8.1834111075401,12.6205124576513
12450-42,PMVK.12450.42.3,PMVK.12450.42.3,PASS,PASS,Human,13.3292868350066,8.70000539826677
12451-62,BACH1.12451.62.3,BACH1.12451.62.3,PASS,PASS,Human,7.11116927032034,7.75213158584706
12452-32,SUV420H2.12452.32.3,SUV420H2.12452.32.3,PASS,PASS,Human,4.71271800152933,4.59148766430078
12453-161,NXF1.12453.161.3,NXF1.12453.161.3,PASS,PASS,Human,7.37577495635522,8.65013921413182
12454-105,NTMT1.12454.105.3,NTMT1.12454.105.3,PASS,PASS,Human,3.44623673433542,10.8423252844653
